article_incident_title,incday,incmo,incyr,province_psgc,municipality_psgc,city_psgc,actors_affiliation1,actors_effect1,manifestation_code1,incident_causes_code1,geo_tag_longitude,geo_tag_latitude,actors_count_number,inc_cat
"Abduction in Brgy. Moncado Colony, Marawi City, Lanao del Sur",29,5,2015,153600000,-99,153617000,28,5,915,8009,124.2956999,7.997772485,3,8
"Abduction in Brgy. Moncado Colony, Marawi City, Lanao del Sur",15,11,2014,153600000,-99,153617000,24,5,915,8009,124.2956999,7.997772485,6,8
"Abduction in Brgy. Moncado Colony, Marawi City, Lanao del Sur",19,3,2017,153600000,-99,153617000,-98,-98,915,-98,124.2956999,7.997772485,8,9
"Abduction in Brgy. Moncado Kadingilan, Marawi City, Lanao del Sur",19,6,2015,153600000,-99,153617000,16,1,915,8009,124.2995743,8.000684093,5,8
"Abduction in Brgy. Nataron, Marantao, Lanao del Sur",16,6,2015,153600000,153616000,-99,16,1,915,8009,124.2061058,7.93826566,5,8
"Abduction in Brgy. Nataron, Marantao, Lanao del Sur",25,12,2017,153600000,153616000,-99,31,-98,915,8009,124.2061058,7.93826566,5,8
"Abduction in Brgy. Nataron, Marantao, Lanao del Sur",20,7,2019,153600000,153616000,-99,-98,-98,915,-98,124.2061058,7.93826566,2,9
"Abduction in Brgy. Navarro (Datu Saber), Marawi City, Lanao del Sur",16,10,2013,153600000,-99,153617000,16,5,915,8009,124.284106,8.006810304,7,8
"Abduction in Brgy. Navarro (Datu Saber), Marawi City, Lanao del Sur",2,11,2016,153600000,-99,153617000,16,5,915,8009,124.284106,8.006810304,4,8
"Abduction in Brgy. Navarro (Datu Saber), Marawi City, Lanao del Sur",1,8,2018,153600000,-99,153617000,16,4,2032,-98,124.284106,8.006810304,3,9
"Abduction in Brgy. North Larap, Sitangkai, Tawi-Tawi",5,10,2011,157000000,157005000,-99,16,5,915,8009,119.412887,4.762645633,5,8
"Abduction in Brgy. North Laud, Siasi, Sulu",15,10,2013,156600000,156612000,-99,16,5,915,8009,120.8270983,5.564833023,9,8
"Abduction in Brgy. Nuro, Upi, Maguindanao",14,5,2011,153800000,153815000,-99,22,5,927,8009,124.1616771,7.019746147,30,8
"Abduction in Brgy. Paligue, Indanan, Sulu",2,1,2011,156600000,156601000,-99,16,5,915,3006,120.9280927,5.961543069,6,3
"Abduction in Brgy. Pamucalin, Lantawan, Basilan",29,1,2014,150700000,150703000,-99,-98,5,915,8009,121.8925982,6.601699482,2,8
"Abduction in Brgy. Panggao Saduc, Marawi City, Lanao del Sur",23,7,2013,153600000,-99,153617000,16,5,915,8009,124.2889777,8.007526259,6,8
"Abduction in Brgy. Panggao Saduc, Marawi City, Lanao del Sur",7,9,2013,153600000,-99,153617000,16,5,915,8009,124.2889777,8.007526259,5,8
"Abduction in Brgy. Panggao Saduc, Marawi City, Lanao del Sur",29,11,2015,153600000,-99,153617000,28,5,915,8009,124.2889777,8.007526259,6,8
"Abduction in Brgy. Papandayan Caniogan, Marawi City, Lanao del Sur",24,2,2017,153600000,-99,153617000,16,5,915,-98,124.3044785,8.020285175,6,9
"Abduction in Brgy. Parangan, Panglima Sugala, Tawi-Tawi",1,2,2012,157000000,157001000,-99,16,5,915,8009,119.9319658,5.099333741,8,8
"Abduction in Brgy. Pialot and Brgy. Montay, Malabang, Lanao del Sur",23,9,2015,153600000,153615000,-99,16,5,915,3006,124.0706731,7.63570468,7,3
"Abduction in Brgy. Pindolonan, Saguiaran, Lanao del Sur",6,5,2018,153600000,153625000,-99,31,4,915,5011,124.2680667,8.041212602,10,5
"Abduction in Brgy. Poblacion 2, Parang, Maguindanao",23,12,2015,153800000,153811000,-99,24,5,915,8009,124.2669308,7.379204844,2,8
"Abduction in Brgy. Poblacion I, Tamparan, Lanao del Sur",18,11,2017,153600000,153626000,-99,-98,9,915,3005,124.325715,7.875627142,6,3
"Abduction in Brgy. Poblacion Madamba, Madamba, Lanao del Sur",21,8,2018,153600000,153614000,-99,16,6,915,3006,124.1099043,7.836408819,6,3
"Abduction in Brgy. Poblacion, Balindong, Lanao del Sur",18,1,2016,153600000,153603000,-99,28,5,915,8009,124.1993798,7.910550819,6,8
"Abduction in Brgy. Poblacion, Parang, Maguindanao",16,8,2012,153800000,153811000,-99,16,5,915,8009,124.2695951,7.373902969,5,8
"Abduction in Brgy. Poblacion, Parang, Maguindanao",23,12,2013,153800000,153811000,-99,-98,9,915,5012,124.2695951,7.373902969,2,5
"Abduction in Brgy. Poblacion, Saguiaran, Lanao del Sur",2,8,2016,153600000,153625000,-99,28,5,915,8009,124.2681375,8.034299032,7,8
"Abduction in Brgy. Port Area, Isabela City",22,5,2014,-99,-99,99701000,16,5,915,8009,121.9707834,6.707446828,12,8
"Abduction in Brgy. Ragayan, Poona Bayabao, Lanao del Sur",30,3,2015,153600000,153622000,-99,16,5,915,8009,124.365257,7.835476275,6,8
"Abduction in Brgy. Ragayan, Poona Bayabao, Lanao del Sur",1,7,2014,153600000,153622000,-99,-98,5,915,-98,124.365257,7.835476275,5,9
"Abduction in Brgy. Rapasun MSU, Marawi City, Lanao del Sur",5,2,2020,153600000,-99,153617000,16,5,915,3005,124.2569929,7.991235935,5,3
"Abduction in Brgy. Rapasun MSU, Marawi City, Lanao del Sur ",8,6,2019,153600000,-99,153617000,16,-98,915,3004,124.2569929,7.991235935,4,3
"Abduction in Brgy. Raya Buadi Barao, Tamparan, Lanao del Sur",23,1,2013,153600000,153626000,-99,16,9,915,8007,124.3306362,7.888806288,6,8
"Abduction in Brgy. Raya Madaya 1, Marawi City, Lanao del Sur",27,8,2013,153600000,-99,153617000,7,9,915,8005,124.2893199,7.999955623,12,8
"Abduction in Brgy. Raya Madaya 1, Marawi City, Lanao del Sur",29,11,2011,153600000,-99,153617000,28,5,915,8009,124.2893199,7.999955623,4,8
"Abduction in Brgy. Rosary Heights 10, Cotabato City",29,8,2017,-99,-99,129804000,16,5,915,-98,124.2353465,7.201788887,2,9
"Abduction in Brgy. Rosary Heights 13, Cotabato City",16,9,2016,-99,-99,129804000,16,5,915,-98,124.2423822,7.214084765,5,9
"Abduction in Brgy. Rosary Heights 7, Cotabato City",26,7,2019,-99,-99,129804000,24,5,915,1012,124.2450308,7.199083664,3,1
"Abduction in Brgy. Sabala Manao, Marawi City, Lanao del Sur",12,6,2016,153600000,-99,153617000,22,5,915,8009,124.2913446,7.997397189,4,8
"Abduction in Brgy. Saduc Proper, Marawi City, Lanao del Sur",4,9,2015,153600000,-99,153617000,16,5,915,1008,124.291272,8.003978332,6,1
"Abduction in Brgy. Salman, Ampatuan, Maguindanao",29,1,2020,153800000,153801000,-99,16,5,915,3015,124.4024674,6.81089747,2,3
"Abduction in Brgy. Samporna, Bayang, Lanao del Sur",5,10,2016,153600000,153604000,-99,-98,5,915,8009,124.1996776,7.794907688,3,8
"Abduction in Brgy. Sandab, Butig, Lanao del Sur",4,4,2016,153600000,153607000,-99,16,6,915,5017,124.3960924,7.664123193,13,5
"Abduction in Brgy. Sangkahan, Al-Barka, Basilan",21,9,2017,150700000,150709000,-99,16,-98,915,-98,122.2082677,6.488427722,9,9
"Abduction in Brgy. Sapah Malaum, Indanan, Sulu",6,3,2012,156600000,156601000,-99,31,5,915,8009,120.9301056,5.949403398,13,8
"Abduction in Brgy. Sawir, Masiu, Lanao del Sur",2,3,2011,153600000,153618000,-99,16,5,915,8009,124.3815816,7.778791183,9,8
"Abduction in Brgy. Sibago, Hadji Mohammad Ajul, Basilan",11,11,2016,150700000,150710000,-99,16,5,915,5017,122.3987799,6.741584189,15,5
"Abduction in Brgy. Simandagit,  Bongao, Tawi-Tawi",3,5,2015,157000000,157002000,-99,16,5,915,8009,119.7698852,5.015980894,6,8
"Abduction in Brgy. Simbahan, Pangutaran, Sulu",14,10,2017,156600000,156608000,-99,16,5,915,8009,120.5692079,6.305005745,5,8
"Abduction in Brgy. Sisangat, Siasi, Sulu",13,12,2015,156600000,156612000,-99,16,7,915,8009,120.8177875,5.516795744,2,8
"Abduction in Brgy. Sugod Proper, Marawi City, Lanao del Sur",23,1,2014,153600000,-99,153617000,16,5,915,8009,124.319663,8.011247517,2,8
"Abduction in Brgy. Tagbak, Indanan, Sulu",3,8,2011,156600000,156601000,-99,-98,5,915,8009,120.9932027,6.017223621,5,8
"Abduction in Brgy. Taglibi, Patikul, Sulu",10,1,2013,156600000,156611000,-99,-98,-98,915,8009,121.1165229,6.084115221,2,8
"Abduction in Brgy. Taglibi, Patikul, Sulu",5,3,2014,156600000,156611000,-99,16,5,915,-98,121.1165229,6.084115221,11,9
"Abduction in Brgy. Taglibi, Patikul, Sulu",28,12,2013,156600000,156611000,-99,16,7,915,8007,121.1165229,6.084115221,3,8
"Abduction in Brgy. Tairan, Lantawan, Basilan",2,8,2012,150700000,150703000,-99,16,5,915,8009,121.8419965,6.632253225,3,8
"Abduction in Brgy. Tamontaka, Datu Odin Sinsuat, Maguindanao",16,11,2018,153800000,153807000,-99,16,5,915,-98,124.2216865,7.172958051,4,9
"Abduction in Brgy. Tarik, Buadipuso-Buntong, Lanao del Sur ",12,9,2019,153600000,153633000,-99,24,5,915,-98,124.3741813,7.954347786,2,9
"Abduction in Brgy. Timbangan, Indanan, Sulu",7,3,2018,156600000,156601000,-99,30,5,915,8008,120.9952159,6.0033424,6,8
"Abduction in Brgy. Timpok, Patikul, Sulu",22,6,2011,156600000,156611000,-99,16,5,915,8009,121.154185,6.030449048,7,8
"Abduction in Brgy. Tubig Indangan and Brgy. Toggosong, Simunul, Tawi-Tawi",23,9,2013,157000000,157004000,-99,-98,5,915,8009,119.8190796,4.90594391,15,8
"Abduction in Brgy. Tuboc, Malabang, Lanao del Sur",22,2,2016,153600000,153615000,-99,24,5,915,8007,124.0666159,7.597987266,3,8
"Abduction in Brgy. Walled City, Jolo, Sulu",13,7,2011,156600000,156602000,-99,28,5,915,8009,121.0007814,6.05388418,5,8
"Abduction in Brgy. Wawalayan Marinaut, Marawi City, Lanao del Sur",30,10,2011,153600000,-99,153617000,-98,5,915,8009,124.2987411,7.992770417,6,8
"Abduction in Buadiposo-Buntong, Lanao del Sur",18,6,2015,153600000,153633000,-99,-98,1,915,8009,124.3865392,7.9651555,4,8
"Abduction in Capitol Site, Brgy. Bangkal, Patikul, Sulu",18,11,2013,156600000,156611000,-99,-98,5,915,5008,121.0464697,6.051029298,23,5
"Abduction in Gomesa Ave., Marawi City, Lanao del Sur",26,9,2013,153600000,-99,153617000,24,5,915,8009,124.2788146,8.007975479,3,8
"Abduction in Hadji Butu Extension, Brgy. Asturias, Jolo, Sulu",7,4,2012,156600000,156602000,-99,-98,9,915,8009,121.0005716,6.046310178,6,8
"Abduction in Icom Terminal, Brgy. Moncado Kadingilan, Marawi City, Lanao del Sur",31,8,2013,153600000,-99,153617000,28,5,915,8009,124.2995743,8.000684093,6,8
"Abduction in Indanan, Sulu",5,6,2014,156600000,156601000,-99,-98,5,915,8009,120.9952159,6.0033424,18,8
"Abduction in Jolibee Drive Thru, Brgy. Rosary Heights 10, Cotabato City",25,8,2016,-99,-99,129804000,16,5,915,-98,124.2353465,7.201788887,2,9
"Abduction in Lamitan City, Basilan",25,9,2014,150700000,-99,150702000,16,-98,915,8009,122.1399439,6.657121462,22,8
"Abduction in Marawi City, Lanao del Sur",10,11,2016,153600000,-99,153617000,16,5,915,8009,124.2628804,8.0235409,2,8
"Abduction in Marawi City, Lanao del Sur  ",28,3,2017,153600000,-99,153617000,24,5,915,-98,124.2969141,7.994044363,10,9
"Abduction in Mindanao State University, Marawi City, Lanao del Sur",10,10,2013,153600000,-99,153617000,16,5,915,8009,124.2788146,8.007975479,3,8
"Abduction in Parang, Sulu",23,11,2011,156600000,156609000,-99,-98,5,915,8009,120.9183115,5.9450652,3,8
"Abduction in Patikul, Sulu",15,1,2013,156600000,156611000,-99,24,7,915,8009,121.0254251,6.055536282,2,8
"Abduction in Poona Bayabao, Lanao del Sur",17,5,2016,153600000,153622000,-99,16,5,915,8009,124.344167,7.841389,10,8
"Abduction in Quezon Blvd., Brgy. Malinis, Lamitan City, Basilan",10,4,2011,150700000,-99,150702000,16,5,915,3001,122.1486789,6.658122806,2,3
"Abduction in Salih Yusah Elementary School, Brgy. San Raymundo, Jolo, Sulu",16,1,2017,156600000,156602000,-99,-98,9,915,-98,121.0065568,6.049431842,2,9
"Abduction in Santol, Latih, Patikul, Sulu",5,11,2013,156600000,156611000,-99,16,5,915,8009,121.0333653,6.038444204,12,8
"Abduction in Siasi, Sulu",3,8,2013,156600000,156612000,-99,16,5,915,3007,120.8728615,5.5241879,7,3
"Abduction in Sitio Palar, Brgy. Gandasuli, Patikul, Sulu",6,6,2014,156600000,156611000,-99,31,5,915,8009,121.0254251,6.055536282,5,8
"Abduction in Sitio Stardust, Brgy. Tubigan, Maluso, Basilan",1,10,2013,150700000,150704000,-99,16,5,915,8009,121.9236548,6.505649901,7,8
"Abduction in Sitio Tuwie, Brgy. Malinis, Lamitan City, Basilan",9,7,2013,150700000,-99,150702000,16,5,915,3006,122.1486789,6.658122806,5,3
"Abduction in Sitio Wharf Pangasinan, Brgy. Tairan, Lantawan, Basilan",4,9,2013,150700000,150703000,-99,-98,5,915,8009,121.8419965,6.632253225,7,8
"Abduction in Sulu College of Technology, Brgy. Alat, Jolo, Sulu",2,11,2016,156600000,156602000,-99,16,5,915,8009,120.9971111,6.047975815,2,8
"Abduction in Tuburan, Basilan",11,5,2014,150700000,150707000,-99,16,5,915,8009,122.2275294,6.594535026,3,8
"Abduction in waters of Brgy. Atong-Atong, Lantawan, Basilan",14,3,2016,150700000,150703000,-99,16,5,915,3001,121.9043364,6.645244389,2,3
"Abduction incident in Brgy. Bangon, Poona Bayabao, Lanao del Sur",4,6,2014,153600000,153622000,-99,-98,5,915,8009,124.3332386,7.851882222,7,8
"Abduction of CAFGU, CVO and 3 others in Basilan",20,7,2017,150700000,150703000,-99,12,6,915,5017,121.9295999,6.601623407,7,5
Abduction of Vietnamese crewmen aboard cargo vessel M/V Guiang-IMO 9557329 in Brgy. Taganak Poblacio,19,2,2017,157000000,157008000,-99,16,6,915,8009,118.1844157,6.18723469,17,8
"Abduction with rape in Brgy. Colonia, Lamitan City, Basilan",19,4,2012,150700000,-99,150702000,16,4,908,3001,122.155004,6.639064429,3,3
"Abu apprehended by troops in Brgy. Boheh Pahuh, Ungkaya Pukan, Basilan",20,3,2017,150700000,150711000,-99,1,2,2036,3015,122.0953037,6.519114229,1,3
Abu bandit arrested in Basilan,10,3,2018,-99,-99,99701000,1,1,9999,5017,121.9721788,6.717352425,1,5
Abu bandit surrenders in Sulu,10,2,2019,156600000,156607000,-99,1,14,2042,5017,121.2499823,6.006873733,1,5
"Abu bandit surrenders, 2 held",27,2,2018,156600000,156619000,-99,1,2,2037,3015,121.4047671,5.957275902,1,3
Abu bandits ambush Army convoy in Sulu,30,1,2015,156600000,156611000,-99,1,9,905,5008,121.0507561,6.025493583,10,5
"Abu claims killing 1 of 2 Germans in Tandubas, Tawi-Tawi",6,11,2016,157000000,157007000,-99,16,5,2031,5017,120.255,5.221111,8,5
Abu henchman nabbed in Basilan,21,1,2018,150700000,150704000,-99,1,2,9999,5017,121.8816152,6.539322385,1,5
Abu in Malaysian kidnapping killed,20,11,2015,157000000,157005000,-99,1,6,927,8009,119.4028502,4.88450757,6,8
"Abu killed , 4 hurt in Sulu clash ",27,5,2019,156600000,156611000,-99,1,6,927,5017,121.0623991,6.068867821,5,5
Abu killed in clash,13,4,2014,156600000,156611000,-99,1,6,927,5008,121.0950409,6.027588828,11,5
"Abu killed in military ops in Brgy. Sapah Bulak, Sumisip, Basilan",4,1,2017,150700000,150705000,-99,1,6,927,5017,122.0981804,6.501454398,1,5
"Abu leader, follower surrender in Sulu",24,7,2020,156600000,156601000,-99,1,14,2042,3015,120.9932027,6.017223621,4,3
Abu Sayaff bandits attack medical mission in Sulu,16,2,2019,156600000,156611000,-99,1,-98,926,5017,121.0661577,6.078396055,0,5
Abu Sayyaf abduct Jolo couple,16,2,2014,156600000,156602000,-99,16,5,915,8009,121.013031,6.031310707,8,8
Abu Sayyaf aide slain by comrades,16,3,2015,156600000,156611000,-99,1,6,2031,5002,121.0911072,6.080692477,4,5
"Abu Sayyaf arrested in Brgy. Kapayawan, Isabela City ",15,12,2011,-99,-99,99701000,1,2,915,5008,121.9622196,6.589878589,1,5
"Abu Sayyaf arrested, bomb components seized in Sulu",7,9,2017,156600000,156611000,-99,1,2,2036,3015,121.0911072,6.080692477,1,3
"Abu Sayyaf attack leaves 6 dead, 22 in critical condition (Abu sumalakay: 6 patay, 22 kritikal)",11,7,2012,150700000,150705000,-99,1,9,905,5008,122.0981804,6.501454398,24,5
Abu Sayyaf attacks barangay chairman in Sulu,13,11,2015,156600000,156611000,-99,31,-98,927,5008,121.0507561,6.025493583,11,5
Abu Sayyaf bandit killed in Sulu clash,11,8,2015,156600000,156611000,-99,2,-98,927,5008,121.037918,6.021411165,25,5
Abu Sayyaf bandit surrenders in Basilan,12,4,2020,-99,-99,99701000,1,14,2037,3015,121.9659206,6.66908134,1,3
Abu Sayyaf bandit surrenders in Sulu,6,4,2020,156600000,156601000,-99,1,14,2037,5017,120.9932027,6.017223621,2,5
Abu Sayyaf bandit yields amid continuous military offensive ,28,10,2020,156600000,156602000,-99,1,14,2037,3015,121.0080767,6.058947101,2,3
Abu Sayyaf bandits behead  7 people,30,7,2017,150700000,150703000,-99,16,6,901,5017,121.9295999,6.601623407,9,5
"Abu Sayyaf beheads Pinoy boat captain in Patikul, Sulu",13,4,2017,156600000,156611000,-99,16,6,901,5017,121.1022942,6.0630225,4,5
Abu Sayyaf camp in Sulu seized,24,9,2015,156600000,156611000,-99,1,9,927,5008,121.1022942,6.0630225,45,5
"Abu Sayyaf extortionist killed in Jolo, Sulu",26,5,2013,156600000,156602000,-99,1,6,930,5008,121.0157776,6.042236112,1,5
Abu Sayyaf eyed in Sulu police HQ Blast,29,5,2015,156600000,156602000,-99,16,4,926,5008,121.0005716,6.046310178,18,5
Abu Sayyaf kidnap victim saved (Dinukot ng Abu nabawi),19,9,2011,150700000,150705000,-99,16,5,927,5008,122.0155491,6.4829046,11,5
Abu Sayyaf kill 2 in Sulu,19,5,2015,156600000,156605000,-99,16,6,2031,3005,120.8775329,5.521220318,8,3
Abu Sayyaf killed (Abu patay),30,9,2012,150700000,150705000,-99,16,6,927,5008,122.0768543,6.470186506,8,5
Abu Sayyaf killed in clash,14,4,2015,156600000,156611000,-99,2,-98,927,5008,121.0950409,6.027588828,10,5
"Abu Sayyaf killed in clash in Parang, Sulu",22,11,2014,156600000,156609000,-99,1,6,927,5008,120.9012836,5.979796629,6,5
"Abu Sayyaf killed, 2 others nabbed in Tawi-Tawi",7,6,2020,157000000,157002000,-99,1,6,2031,8004,119.7511017,5.060200379,3,8
Abu Sayyaf kills Vietnamese captive,9,12,2017,156600000,156602000,-99,16,6,2034,5017,121.0080767,6.058947101,2,5
Abu Sayyaf leader arrested in Basilan,16,12,2011,150700000,-99,150702000,1,2,2036,5008,122.0550169,6.743149905,1,5
Abu sayyaf leader surrenders ,25,4,2020,156600000,156609000,-99,1,14,2042,5017,120.9089855,5.917371953,1,5
Abu Sayyaf man involved in vice mayor ambush nabbed,4,1,2016,156600000,156611000,-99,16,2,905,2013,121.096135,6.044284059,2,2
Abu Sayyaf man killed in clash,19,5,2017,156600000,156615000,-99,1,6,2031,5017,121.5429327,6.030241136,1,5
Abu Sayyaf man killed in shootout,19,1,2016,150700000,-99,150702000,1,6,2031,5017,122.1399439,6.657121462,6,5
"Abu Sayyaf member arrested in Jolo, Sulu (Abu Dakma)",1,3,2011,156600000,156602000,-99,1,2,2036,5008,121.0197449,6.039063819,1,5
"Abu Sayyaf member killed, soldier hurt in Sulu clash ",5,5,2019,156600000,156611000,-99,1,9,927,5017,121.1081907,6.083781143,12,5
Abu Sayyaf member slain in Tawi-Tawi,8,10,2017,157000000,157002000,-99,1,6,915,5017,119.7435137,5.024123492,2,5
"Abu Sayyaf member surrenders in Brgy. Lagayas, Tipo- Tipo, Basilan",1,7,2018,150700000,150706000,-99,1,14,2037,3015,122.1382732,6.536205064,2,3
"Abu Sayyaf member surrenders in Brgy. Macalang, Al-Barka, Basilan ",17,2,2018,150700000,150709000,-99,1,14,2037,3015,122.1632098,6.522912943,1,3
"Abu Sayyaf member surrenders in Brgy. Seronggon, Hadji Mohammad Ajul, Basilan",28,3,2018,150700000,150710000,-99,1,14,2042,5017,122.2162063,6.65265436,16,5
"Abu Sayyaf member surrenders in Brgy. Tuburan Proper (Pob.), Hadji Mohammad Ajul, Basilan",9,8,2018,150700000,150710000,-99,1,14,2042,5017,122.275064,6.636416236,1,5
Abu Sayyaf nabbed in Sulu,1,12,2015,156600000,156602000,-99,1,2,901,5008,121.0080767,6.058947101,1,5
Abu Sayyaf s arms cache discovered,26,3,2019,156600000,156611000,-99,1,-98,927,5017,121.0333653,6.038444204,0,5
"Abu Sayyaf seizes 9-year-old boy in Jolo, Sulu",6,1,2015,156600000,156602000,-99,24,5,915,8009,121.0005716,6.046310178,4,8
Abu Sayyaf snatch gas station owner in Jolo,31,3,2012,156600000,156602000,-99,22,5,915,8009,121.1252135,5.9691815,8,8
Abu Sayyaf spotter dies in Tawi-Tawi clash,19,2,2017,157000000,157008000,-99,1,6,927,5017,118.2526623,6.2170025,4,5
"Abu Sayyaf sub-leader falls, 2 more surrender ",12,12,2020,150700000,150711000,-99,14,-98,2036,5017,122.1424104,6.450839998,1,5
Abu Sayyaf sub-leader injured in clash,7,11,2015,156600000,156611000,-99,1,4,927,5008,121.0404336,6.068494149,13,5
"Abu Sayyaf sub-leader killed in Brgy. Panglima Alari, Sitangkai, Tawi-Tawi",14,3,2017,157000000,157005000,-99,1,6,2031,5017,119.4033471,4.677404053,2,5
"Abu Sayyaf sub-leader slain in clash in Brgy. Silangkan, Parang, Sulu",13,8,2017,156600000,156609000,-99,1,6,927,5017,120.8942115,5.973312471,2,5
"Abu Sayyaf sub-leaders, members yield to Sulu Troops",12,12,2020,156600000,-98,-98,2,-98,2042,5017,121.0007814,6.05388418,16,5
"Abu Sayyaf surrenders in Brgy. Bohe Pahuh, Ungkaya Pukan, Basilan",6,9,2018,150700000,150711000,-99,14,-98,2042,3015,122.0953037,6.519114229,1,3
"Abu Sayyaf, troopers clash anew in Basilan",14,4,2016,150700000,150711000,-99,2,4,927,5017,122.1251901,6.439464596,61,5
"Abu sub-leader falls in Sumisip, Basilan",6,1,2015,150700000,150705000,-99,1,4,927,2013,122.039858,6.476322288,6,2
Abus ambush DPWH-ARMM employees,31,1,2018,150700000,-99,150702000,30,6,905,5017,122.171901,6.58566419,4,5
"Accomplishment in arrest of wanted person for homicide in  Brgy. Tong-Umus, Tabuan- Lasa, Basilan",12,8,2014,150700000,150713000,-99,16,2,902,-98,121.9669998,6.298976663,1,9
Accomplishment in campaign against illegal logging,30,7,2013,153800000,153812000,-99,-98,9,2037,7001,124.2405061,7.233311398,5,7
